Time,Pitch_Hz
0.043333,NA
0.053333,NA
0.063333,NA
0.073333,NA
0.083333,NA
0.093333,NA
0.103333,NA
0.113333,NA
0.123333,NA
0.133333,NA
0.143333,NA
0.153333,NA
0.163333,NA
0.173333,NA
0.183333,NA
0.193333,NA
0.203333,NA
0.213333,NA
0.223333,NA
0.233333,NA
0.243333,NA
0.253333,NA
0.263333,NA
0.273333,NA
0.283333,NA
0.293333,NA
0.303333,NA
0.313333,NA
0.323333,NA
0.333333,NA
0.343333,NA
0.353333,NA
0.363333,NA
0.373333,NA
0.383333,NA
0.393333,NA
0.403333,NA
0.413333,NA
0.423333,NA
0.433333,NA
0.443333,NA
0.453333,NA
0.463333,NA
0.473333,NA
0.483333,NA
0.493333,NA
0.503333,NA
0.513333,NA
0.523333,NA
0.533333,NA
0.543333,NA
0.553333,NA
0.563333,NA
0.573333,NA
0.583333,NA
0.593333,NA
0.603333,NA
0.613333,NA
0.623333,NA
0.633333,NA
0.643333,NA
0.653333,NA
0.663333,NA
0.673333,NA
0.683333,NA
0.693333,NA
0.703333,NA
0.713333,NA
0.723333,NA
0.733333,NA
0.743333,NA
0.753333,NA
0.763333,NA
0.773333,NA
0.783333,NA
0.793333,NA
0.803333,NA
0.813333,NA
0.823333,NA
0.833333,NA
0.843333,NA
0.853333,NA
0.863333,NA
0.873333,NA
0.883333,NA
0.893333,NA
0.903333,NA
0.913333,NA
0.923333,NA
0.933333,NA
0.943333,NA
0.953333,NA
0.963333,NA
0.973333,NA
0.983333,NA
0.993333,NA
1.003333,NA
1.013333,NA
1.023333,NA
1.033333,NA
1.043333,NA
1.053333,NA
1.063333,NA
1.073333,NA
1.083333,NA
1.093333,NA
1.103333,NA
1.113333,NA
1.123333,NA
1.133333,NA
1.143333,NA
1.153333,NA
1.163333,NA
1.173333,NA
1.183333,NA
1.193333,NA
1.203333,NA
1.213333,NA
1.223333,NA
1.233333,NA
1.243333,NA
1.253333,NA
1.263333,NA
1.273333,NA
1.283333,NA
1.293333,80.18
1.303333,78.36
1.313333,79.56
1.323333,81.35
1.333333,80.94
1.343333,80.01
1.353333,80.09
1.363333,NA
1.373333,NA
1.383333,NA
1.393333,NA
1.403333,NA
1.413333,NA
1.423333,NA
1.433333,NA
1.443333,NA
1.453333,NA
1.463333,NA
1.473333,NA
1.483333,81.86
1.493333,82.81
1.503333,81.01
1.513333,80.13
1.523333,79.70
1.533333,NA
1.543333,NA
1.553333,240.84
1.563333,239.71
1.573333,250.47
1.583333,265.86
1.593333,266.29
1.603333,249.20
1.613333,243.17
1.623333,254.99
1.633333,NA
1.643333,78.92
1.653333,NA
1.663333,NA
1.673333,NA
1.683333,NA
1.693333,NA
1.703333,NA
1.713333,NA
1.723333,NA
1.733333,NA
1.743333,NA
1.753333,229.47
1.763333,240.20
1.773333,248.13
1.783333,252.46
1.793333,254.47
1.803333,256.62
1.813333,259.72
1.823333,266.95
1.833333,276.61
1.843333,276.10
1.853333,276.67
1.863333,276.44
1.873333,277.01
1.883333,277.93
1.893333,278.87
1.903333,280.41
1.913333,280.69
1.923333,280.35
1.933333,279.66
1.943333,278.41
1.953333,276.78
1.963333,272.88
1.973333,263.55
1.983333,254.21
1.993333,244.80
2.003333,232.12
2.013333,216.92
2.023333,209.74
2.033333,207.15
2.043333,207.54
2.053333,201.84
2.063333,195.44
2.073333,190.15
2.083333,178.18
2.093333,172.64
2.103333,170.45
2.113333,171.75
2.123333,173.73
2.133333,174.85
2.143333,NA
2.153333,326.99
2.163333,327.70
2.173333,NA
2.183333,NA
2.193333,NA
2.203333,NA
2.213333,NA
2.223333,NA
2.233333,NA
2.243333,NA
2.253333,NA
2.263333,NA
2.273333,NA
2.283333,NA
2.293333,NA
2.303333,NA
2.313333,NA
2.323333,NA
2.333333,NA
2.343333,NA
2.353333,NA
2.363333,NA
2.373333,NA
2.383333,NA
2.393333,NA
2.403333,NA
2.413333,NA
2.423333,NA
2.433333,NA
2.443333,NA
2.453333,NA
2.463333,NA
2.473333,NA
2.483333,NA
2.493333,NA
2.503333,NA
2.513333,NA
2.523333,NA
2.533333,NA
2.543333,NA
2.553333,NA
2.563333,NA
2.573333,NA
2.583333,NA
2.593333,NA
2.603333,NA
2.613333,NA
2.623333,NA
2.633333,NA
2.643333,81.77
2.653333,84.83
2.663333,83.62
